,company,salary,lower_bound_salary,upper_bound_salary,base_pay,bonus_pay,cash_bonus,stock_bonus,Position_clean
322,Keele University,55680.0,53940.0,57420.0,55680.0,55680.0,,,Data Scientist
323,GAIN Capital,60030.0,57420.0,62640.0,60030.0,60030.0,6090.0,,Data Scientist
324,REPL Group,78300.0,74820.0,81780.0,78300.0,78300.0,,,Data Scientist
325,Northrop Grumman,65250.0,62640.0,67860.0,66120.0,66120.0,5220.0,,Data Scientist
326,Peakon,78300.0,74820.0,81780.0,78300.0,78300.0,,,Data Scientist
327,Clarivate,96570.0,92220.0,100920.0,95700.0,95700.0,,,Data Scientist
328,JustGiving,93960.0,90480.0,97440.0,94830.0,94830.0,,,Data Scientist
329,PRGX Global,41760.0,40020.0,43500.0,41760.0,41760.0,,,Data Scientist
330,Workshare,74820.0,71340.0,78300.0,,,,,Data Scientist
331,Gousto,87000.0,83520.0,90480.0,87000.0,87000.0,,,Data Scientist
332,AKKA Technologies,50460.0,48720.0,52200.0,50460.0,50460.0,,,Data Scientist
333,Charles River Associates,75690.0,73080.0,78300.0,,,,,Data Scientist Intern
334,Streetbees,113970.0,109620.0,118320.0,78.3,78.3,,,Data Scientist
335,Allstate,26970.0,26100.0,27840.0,,,,,Data Scientist Intern
336,Streetbees,162864.0,155625.6,170102.4,,,,,Data Scientist
337,Giffgaff,109620.0,106140.0,113100.0,109620.0,109620.0,17.4,,Data Scientist
338,Curve,87870.0,83520.0,92220.0,87870.0,87870.0,,,Data Scientist
339,UCAS,46980.0,45240.0,48720.0,,,,,Data Scientist Intern
340,RWE,177480.0,13920.0,15660.0,,,,,Data Scientist
341,UCAS,60030.0,57420.0,62640.0,60030.0,60030.0,,,Data Scientist
342,Tandem Bank,80040.0,76560.0,83520.0,80040.0,80040.0,,,Data Scientist
343,Findmypast,67860.0,64380.0,71340.0,66990.0,66990.0,,,Data Scientist
344,Elevate Credit,45240.0,43500.0,46980.0,45240.0,45240.0,,,Data Scientist
345,UCL,68730.0,66120.0,71340.0,69600.0,69600.0,,,Data Scientist
346,Cox Automotive,62640.0,60900.0,64380.0,61770.0,61770.0,,,Data Scientist
347,Infectious Media,71340.0,67860.0,74820.0,71340.0,71340.0,,,Data Scientist
348,Alert Logic,72210.0,69600.0,74820.0,70470.0,70470.0,,,Data Scientist
349,NHS Business Services Authority,62640.0,60900.0,64380.0,61770.0,61770.0,,,Data Scientist
350,Atom Bank,48720.0,46980.0,50460.0,48720.0,48720.0,2610.0,,Data Scientist
351,Tessian,147030.0,140940.0,153120.0,147030.0,147030.0,,,Data Scientist
352,AVL,72210.0,69600.0,74820.0,70470.0,70470.0,,,Data Scientist
353,Barclays Global Investors,66120.0,62640.0,69600.0,65250.0,65250.0,,,Data Scientist
354,Brandbank,126672.0,119433.6,133910.4,126672.0,126672.0,,,Data Scientist
355,Monese,121800.0,116580.0,127020.0,120930.0,120930.0,,,Data Scientist
356,Lola's Cupcakes,52200.0,50460.0,53940.0,52200.0,52200.0,,,Data Scientist
357,Mind Candy,74820.0,71340.0,78300.0,74820.0,74820.0,,,Data Scientist
358,The App Experts (UK),334080.0,26100.0,29580.0,26970.0,26970.0,,,Data Scientist
359,Depop,98310.0,93960.0,102660.0,97440.0,97440.0,,,Data Scientist
360,Karhoo,124410.0,120060.0,128760.0,125280.0,125280.0,,,Data Scientist
361,US Air Force,175740.0,168780.0,182700.0,,,,,Data Scientist
362,QuantumBlack,73080.0,5220.0,6960.0,,,,,Data Scientist Intern
363,Blinkbox Entertainment,103530.0,99180.0,107880.0,103530.0,103530.0,10440.0,,Data Scientist
364,Uniper,61770.0,59160.0,64380.0,62640.0,62640.0,1699.98,,Data Scientist
365,Scottish Environment Protection Agency,52200.0,50460.0,53940.0,52200.0,52200.0,,,Data Scientist
366,Kensington Mortgages,95700.0,92220.0,99180.0,96570.0,96570.0,46980.0,,Data Scientist
367,Innovate UK,78300.0,74820.0,81780.0,78300.0,78300.0,,,Data Scientist
368,Transport Systems Catapult,48720.0,46980.0,50460.0,48720.0,48720.0,,,Data Scientist
369,innogy,206294.4,199056.0,217152.0,,,,,Data Scientist
370,Hybrid Theory,75690.0,73080.0,78300.0,74820.0,74820.0,,,Data Scientist
371,Vantage Point,40020.0,38280.0,41760.0,38280.0,38280.0,,,Data Scientist
372,Altius,131370.0,127020.0,135720.0,133980.0,133980.0,,,Data Scientist
373,Future Cities Catapult,113100.0,109620.0,116580.0,113970.0,113970.0,,,Data Scientist
374,Founders Factory,78300.0,74820.0,81780.0,79170.0,79170.0,,,Data Scientist
375,Pepper Financial Services Group,120930.0,116580.0,125280.0,121800.0,121800.0,16530.0,,Data Scientist
376,Masternaut,87000.0,83520.0,90480.0,87000.0,87000.0,8700.0,,Data Scientist
377,CGA,45240.0,43500.0,46980.0,45240.0,45240.0,1710.42,,Data Scientist
378,Nasdaq,55680.0,53940.0,57420.0,,,,,Data Scientist Intern
379,Aiimi,60900.0,59160.0,62640.0,60900.0,60900.0,,,Data Scientist
380,MiQ,70470.0,67860.0,73080.0,68730.0,68730.0,13920.0,,Data Scientist
381,The Plum Guide,78300.0,74820.0,81780.0,78300.0,78300.0,,,Data Scientist
382,QueryClick,78300.0,74820.0,81780.0,78300.0,78300.0,,,Data Scientist
383,Cloudera,124410.0,118320.0,130500.0,124410.0,124410.0,,,Data Scientist
384,Genomics England,101790.0,97440.0,106140.0,102660.0,102660.0,,,Data Scientist
385,Jinn,72210.0,69600.0,74820.0,72210.0,72210.0,,,Data Scientist
386,Cuvva,60900.0,59160.0,62640.0,60030.0,60030.0,,,Data Scientist
387,Cytora,66990.0,64380.0,69600.0,68730.0,68730.0,,,Data Scientist
388,Beamery,103530.0,99180.0,107880.0,105270.0,105270.0,,,Data Scientist
389,Intelligent People,56550.0,53940.0,59160.0,56550.0,56550.0,,,Data Scientist
390,Lockwood Publishing,61770.0,59160.0,64380.0,60030.0,60030.0,,,Data Scientist
391,WRc,83520.0,80040.0,87000.0,82650.0,82650.0,,,Data Scientist
392,Angel Solutions,20880.0,1740.0,1740.0,,,,,Data Scientist Intern
393,Blockchain,107880.0,102660.0,113100.0,107010.0,107010.0,3480.0,,Data Scientist
394,Stepstone,67860.0,64380.0,71340.0,67860.0,67860.0,,,Data Scientist
395,Velocity Black,75690.0,73080.0,78300.0,74820.0,74820.0,,,Data Scientist
396,Blue Pelican,85260.0,81780.0,88740.0,85260.0,85260.0,,,Data Scientist
397,Bright Network,56550.0,53940.0,59160.0,56550.0,56550.0,,,Data Scientist
398,Mrs Wordsmith,29580.0,27840.0,31320.0,,,,,Data Scientist Intern
399,Blis,109620.0,106140.0,113100.0,109620.0,109620.0,,,Data Scientist
400,MyDrive,33060.0,31320.0,34800.0,,,,,Data Scientist Intern
401,Vendigital,60030.0,57420.0,62640.0,60900.0,60900.0,,,Data Scientist
402,MyDrive,99180.0,95700.0,102660.0,33060.0,33060.0,,,Data Scientist
403,Natural Environment Research Council,40020.0,38280.0,41760.0,40020.0,40020.0,,,Data Scientist
404,Together Housing Group,40890.0,40020.0,41760.0,40020.0,40020.0,,,Data Scientist
405,Dozens,105270.0,100920.0,109620.0,105270.0,105270.0,,,Data Scientist
406,eTech (UK),41760.0,40020.0,43500.0,42630.0,42630.0,,,Data Scientist
407,XpertHR,66120.0,62640.0,69600.0,66990.0,66990.0,,,Data Scientist
408,BerryWorld,61770.0,59160.0,64380.0,62640.0,62640.0,,,Data Scientist
409,Limejump,93090.0,88740.0,97440.0,93090.0,93090.0,,,Data Scientist
410,Sparx,31320.0,1740.0,3480.0,,,,,Data Scientist Intern
411,BMLL Technologies,115710.0,111360.0,120060.0,,,,,Data Scientist
412,Harper Adams University,63510.0,60900.0,66120.0,,,,,Data Scientist
413,TouchNote,72210.0,69600.0,74820.0,70470.0,70470.0,,,Data Scientist
414,BMLL Technologies,121800.0,116580.0,127020.0,114840.0,114840.0,,,Data Scientist
415,Battelle,114840.0,8700.0,10440.0,9570.0,9570.0,,,Data Scientist
416,Healthcare RM,78300.0,74820.0,81780.0,78300.0,78300.0,,,Data Scientist
417,Molo Finance,48720.0,46980.0,50460.0,48720.0,48720.0,,,Data Scientist
418,Flatiron School,70470.0,67860.0,73080.0,69600.0,69600.0,,,Data Scientist
419,Faculty,41760.0,3480.0,3480.0,,,,,Data Scientist
420,dataffirm,142680.0,137460.0,147900.0,141810.0,141810.0,,,Data Scientist
421,Vortexa,133980.0,128760.0,139200.0,133110.0,133110.0,,,Data Scientist
422,Dice,74820.0,71340.0,78300.0,74820.0,74820.0,17.4,,Data Scientist
423,Whizz Education,93090.0,88740.0,97440.0,92220.0,92220.0,,,Data Scientist
424,Alibaba Group,104400.0,8700.0,8700.0,8700.0,8700.0,,,Data Scientist
425,Alibaba Group,121800.0,116580.0,127020.0,8700.0,8700.0,,,Data Scientist
426,Decibel,82650.0,80040.0,85260.0,82650.0,82650.0,,,Data Scientist
427,Fractal,85260.0,81780.0,88740.0,85260.0,85260.0,,,Data Scientist
428,Arctic Shores,56550.0,53940.0,59160.0,57420.0,57420.0,,,Data Scientist
429,Starcount,101790.0,97440.0,106140.0,103530.0,103530.0,,,Data Scientist
430,Saatchi & Saatchi Wellness,79170.0,76560.0,81780.0,78300.0,78300.0,,,Data Scientist
431,Satalia,87000.0,83520.0,90480.0,87000.0,87000.0,,,Data Scientist
432,Intechnica,68730.0,66120.0,71340.0,68730.0,68730.0,,,Data Scientist
433,Arkera,20796.48,1727.82,1740.0,,,,,Data Scientist Intern
434,Marshmallow,95700.0,92220.0,99180.0,94830.0,94830.0,,,Data Scientist
435,Times Higher Education,116580.0,111360.0,121800.0,114840.0,114840.0,,,Data Scientist
436,Klarna,76560.0,73080.0,80040.0,77430.0,77430.0,,,Data Scientist
437,Sensyne Health,146160.0,12180.0,12180.0,,,,,Data Scientist
438,Cloud Perspective,46980.0,45240.0,48720.0,46980.0,46980.0,,,Data Scientist
439,Brady,68730.0,66120.0,71340.0,69600.0,69600.0,,,Data Scientist
440,Optimum Patient Care,53070.0,50460.0,55680.0,52200.0,52200.0,,,Data Scientist
441,AMD,69600.0,66120.0,73080.0,68730.0,68730.0,6960.0,,Data Scientist
442,Hack Partners,69600.0,66120.0,73080.0,,,,,Data Scientist
443,Ravelin Technology ,78300.0,74820.0,81780.0,79170.0,79170.0,,,Data Scientist
444,AIR Worldwide,60900.0,59160.0,62640.0,61770.0,61770.0,,,Data Scientist
445,Century-Tech,95700.0,92220.0,99180.0,95700.0,95700.0,,,Data Scientist
446,Second Nature (UK),69600.0,67860.0,71340.0,69600.0,69600.0,697.74,,Data Scientist
447,Headstart,70470.0,67860.0,73080.0,70470.0,70470.0,,,Data Scientist
448,DataSine,78300.0,74820.0,81780.0,78300.0,78300.0,,,Data Scientist
449,Healthily,87000.0,83520.0,90480.0,87000.0,87000.0,,,Data Scientist
450,"Wrightington, Wigan and Leigh NHS",79170.0,76560.0,81780.0,78300.0,78300.0,,,Data Scientist
451,Hello Soda,52200.0,50460.0,53940.0,53070.0,53070.0,,,Data Scientist
452,Panaseer,81780.0,78300.0,85260.0,81780.0,81780.0,,,Data Scientist
453,Panaseer,78300.0,74820.0,81780.0,81780.0,81780.0,,,Data Scientist
454,LKQ,52200.0,50460.0,53940.0,52200.0,52200.0,,,Data Scientist
455,Fospha,41760.0,3480.0,3480.0,,,,,Data Scientist Intern
456,MAANA,152250.0,147900.0,156600.0,152250.0,152250.0,,,Data Scientist
457,Senseye,94830.0,90480.0,99180.0,95700.0,95700.0,,,Data Scientist
458,Netacea,57420.0,55680.0,59160.0,57420.0,57420.0,,,Data Scientist
459,SMS,70470.0,67860.0,73080.0,72210.0,72210.0,,,Data Scientist
460,Datatonic,79170.0,76560.0,81780.0,78300.0,78300.0,,,Data Scientist
461,Adarga,78300.0,76560.0,80040.0,57420.0,57420.0,,,Data Scientist
462,Wagestream,83520.0,80040.0,87000.0,81780.0,81780.0,,,Data Scientist
463,Adarga,57420.0,55680.0,59160.0,,,,,Data Scientist Intern
464,Apolitical,66120.0,62640.0,69600.0,66120.0,66120.0,,,Data Scientist
465,Origami Energy,84390.0,80040.0,88740.0,84390.0,84390.0,,,Data Scientist
466,Unemployed Magazine,43500.0,41760.0,45240.0,43500.0,43500.0,,,Data Scientist
467,Growth Intelligence,79170.0,76560.0,81780.0,79170.0,79170.0,,,Data Scientist
468,Eagle Genomics,65250.0,62640.0,67860.0,65250.0,65250.0,,,Data Scientist
469,Ferranti Technologies,71340.0,67860.0,74820.0,72210.0,72210.0,,,Data Scientist
470,ResearchBods,53070.0,50460.0,55680.0,53070.0,53070.0,,,Data Scientist
471,Cabot Financial,87000.0,83520.0,90480.0,87000.0,87000.0,2610.0,,Data Scientist
472,IOM,41760.0,3480.0,3480.0,,,,,Data Scientist
473,Cambridge Analytica,79170.0,76560.0,81780.0,78300.0,78300.0,13050.0,,Data Scientist
474,LiveRamp,68730.0,66120.0,71340.0,69600.0,69600.0,6960.0,1699.98,Data Scientist
475,Digital Fineprint,52200.0,50460.0,53940.0,52200.0,52200.0,,,Data Scientist
476,Cambridge Cancer Genomics,78300.0,74820.0,81780.0,78300.0,78300.0,,,Data Scientist
477,Mayden,31320.0,29580.0,33060.0,31320.0,31320.0,,,Data Scientist
478,PassivSystems,55680.0,53940.0,57420.0,56550.0,56550.0,,,Data Scientist
479,Machine Medicine Technologies,0.0,60900.0,64380.0,62640.0,62640.0,,,Data Scientist
480,Accelerant,78300.0,74820.0,81780.0,79170.0,79170.0,,,Data Scientist
481,Spixii,35670.0,34800.0,36540.0,,,,,Data Scientist Intern
482,Lancaster City Council,20483.28,1675.62,1740.0,,,,,Data Scientist Intern
483,Resonate,88740.0,85260.0,92220.0,87870.0,87870.0,,,Data Scientist
484,Health Economics and Outcomes Research,64380.0,62640.0,66120.0,63510.0,63510.0,861.3,,Data Scientist
485,John Doe,50460.0,48720.0,52200.0,50460.0,50460.0,,,Data Scientist
486,Aire,118320.0,113100.0,123540.0,117450.0,117450.0,,1.74,Data Scientist
487,siHealth,70470.0,67860.0,73080.0,69600.0,69600.0,,,Data Scientist
488,Polymatica,72384.0,68764.8,76003.2,72384.0,72384.0,,,Data Scientist
489,Ministère de l'Éducation nationale,37410.0,36540.0,38280.0,38280.0,38280.0,,,Data Scientist
490,Brainbow,60900.0,57420.0,64380.0,60900.0,60900.0,,,Data Scientist
491,Clear AI,122670.0,118320.0,127020.0,122670.0,122670.0,,,Data Scientist
492,QA Media Ltd,34800.0,33060.0,36540.0,34800.0,34800.0,,,Data Scientist
493,Traydstream,125280.0,120060.0,130500.0,126150.0,126150.0,,,Data Scientist
494,Outlook Energy,93960.0,90480.0,97440.0,93960.0,93960.0,17400.0,,Data Scientist
495,Red Flag Alert,25334.4,25334.4,28953.6,25334.4,25334.4,,,Data Scientist
496,Adbrain,111360.0,106140.0,116580.0,110490.0,110490.0,,,Data Scientist
497,Earth-i,70470.0,67860.0,73080.0,69600.0,69600.0,,,Data Scientist
498,The Oakland Group,61770.0,59160.0,64380.0,61770.0,61770.0,,,Data Scientist
499,Flight Data Services,19815.12,1588.62,1715.64,,,,,Data Scientist Intern
500,Mustard Systems,85260.0,81780.0,88740.0,84390.0,84390.0,,,Data Scientist
501,iDataVision,43430.4,43430.4,47049.6,43430.4,43430.4,,,Data Scientist
502,Shipamax,113970.0,109620.0,118320.0,113970.0,113970.0,,,Data Scientist
503,Rubble,0.0,,,105270.0,105270.0,,,Data Scientist
504,iDataVision,97440.0,93960.0,100920.0,20.88,20.88,,,Data Scientist
505,CarTrawler,88740.0,85260.0,92220.0,7830.0,7830.0,,,Data Scientist
506,CarTrawler,93960.0,6960.0,8700.0,,,,,Data Scientist Intern
507,Infobiz (United Kingdom),0.0,69600.0,76560.0,,,,,Data Scientist
508,CKM Analytix,77430.0,74820.0,80040.0,78300.0,78300.0,,,Data Scientist
509,MetaVision Media,140940.0,133980.0,147900.0,141810.0,141810.0,,,Data Scientist
510,Inside Talent,87000.0,83520.0,90480.0,87000.0,87000.0,,,Data Scientist
511,Repositive,77430.0,74820.0,80040.0,78300.0,78300.0,,,Data Scientist
512,Avid Media,104400.0,100920.0,107880.0,104400.0,104400.0,,,Data Scientist
513,Portas Consulting,121800.0,116580.0,127020.0,121800.0,121800.0,,,Data Scientist
514,Contact Lens Gallery & Designer Eyewear,87870.0,85260.0,90480.0,87870.0,87870.0,,,Data Scientist
515,China Gezhouba Group,207930.0,200100.0,215760.0,207930.0,207930.0,,,Data Scientist
516,OKRA Technologies,93960.0,90480.0,97440.0,93960.0,93960.0,,,Data Scientist
517,Jakarta,34800.0,33060.0,36540.0,,,,,Data Scientist
518,Projecting Success,45240.0,43500.0,46980.0,45240.0,45240.0,3480.0,,Data Scientist
519,THG,87000.0,83520.0,90480.0,,,,,Data Scientist
520,Compare The Market (Australia),113970.0,109620.0,118320.0,113970.0,113970.0,,,Data Scientist
521,Data Burst,95700.0,92220.0,99180.0,96570.0,96570.0,,,Data Scientist
522,BOE,48720.0,46980.0,50460.0,48720.0,48720.0,,,Data Scientist
523,wtl23,180960.0,177340.8,188198.4,,,,,Data Scientist
524,Click Helps,69600.0,66120.0,73080.0,68730.0,68730.0,,,Data Scientist
525,UCHealth,53070.0,50460.0,55680.0,52200.0,52200.0,,,Data Scientist
526,Steinfl & Bruno,104400.0,99180.0,109620.0,104400.0,104400.0,,,Data Scientist
527,Albclusclus LTD,87000.0,83520.0,90480.0,,,,,Data Scientist
528,Yahu,0.0,174000.0,189660.0,,,,,Data Scientist
529,Sentinel Technologies,111360.0,106140.0,116580.0,112230.0,112230.0,9570.0,,Data Scientist
530,Soma Enterprise,34800.0,33060.0,36540.0,34800.0,34800.0,,,Data Scientist
531,/,52200.0,50460.0,53940.0,,,,,Data Scientist
532,Startup Network,83520.0,6960.0,6960.0,6960.0,6960.0,,,Data Scientist
533,Amplifi Capital,57420.0,55680.0,59160.0,56550.0,56550.0,,,Data Scientist
534,MRO,87870.0,85260.0,90480.0,88740.0,88740.0,,,Data Scientist
535,IBM GBS,34800.0,33060.0,36540.0,84360.42,,,,Data Scientist
536,LivingLens,60900.0,59160.0,62640.0,,,,,Data Scientist
537,JBA International,60030.0,57420.0,62640.0,60900.0,60900.0,,,Data Scientist
538,FB,174000.0,167040.0,180960.0,,,,,Data Scientist
539,Graphnile,93960.0,90480.0,97440.0,93960.0,93960.0,,,Data Scientist
540,SYNTASA,107880.0,104400.0,111360.0,108750.0,108750.0,10440.0,,Data Scientist
541,Mahesh Drugs,52200.0,50460.0,53940.0,,,,,Data Scientist
542,Lectrefy,60900.0,59160.0,62640.0,,,,,Data Scientist
543,GEOLYTIX,87000.0,83520.0,90480.0,87870.0,87870.0,8700.0,,Data Scientist
544,Buró de Crédito,61770.0,59160.0,64380.0,,,,,Data Scientist
545,Lytt,121800.0,116580.0,127020.0,121800.0,121800.0,12180.0,,Data Scientist
546,RedOwl,108750.0,104400.0,113100.0,,,,,Data Scientist
547,Casino YAK,86130.0,83520.0,88740.0,87000.0,87000.0,,,Data Scientist
548,Otherlab,104400.0,8700.0,8700.0,8700.0,8700.0,,,Data Scientist
549,Captur limited,43430.4,43430.4,43430.4,,,,,Data Scientist Intern
550,iDAS Global,68730.0,66120.0,71340.0,69600.0,69600.0,,,Data Scientist
551,dunnhumby,105720.66,83520.0,113100.0,105720.66,8764.38,8764.38,,Senior Data Scientist
552,Ministry of Justice UK,71244.3,69600.0,80040.0,71244.3,,,,Senior Data Scientist
553,Tesco,122027.94,93960.0,125280.0,122027.94,3486.96,3486.96,,Senior Data Scientist
554,Capgemini,129757.02,104400.0,163560.0,129757.02,,,,Senior Data Scientist
555,BAE Systems Applied Intelligence,73231.38,69600.0,87000.0,73231.38,3114.6,3114.6,1310.22,Senior Data Scientist
556,King,114765.18,90480.0,125280.0,114765.18,16610.04,13968.72,21372.42,Senior Data Scientist
557,Kantar (Worldpanel Division),48459.0,46980.0,48720.0,48459.0,,,,Senior Data Scientist
558,IBM,171153.36,87000.0,177480.0,171153.36,132.24,262.74,1.74,Senior Data Scientist
559,IQVIA,105177.78,104400.0,106140.0,105177.78,8764.38,8764.38,,Senior Data Scientist
560,carwow,139847.28,130500.0,140940.0,139847.28,,,,Senior Data Scientist
561,Royal Mail,83161.56,71340.0,85260.0,83161.56,,,,Junior Data Scientist
562,Mango Solutions,46894.74,46980.0,271440.0,46894.74,,,,Junior Data Scientist
563,Accenture,92136.48,88740.0,102660.0,92136.48,,,,Data Scientist
564,dunnhumby,60788.64,53940.0,76560.0,60788.64,5239.14,5239.14,,Data Scientist
565,Barclays,136590.0,107880.0,165300.0,138330.0,138330.0,1696.5,,Senior Data Scientist
566,EY,115710.0,109620.0,121800.0,115710.0,115710.0,13050.0,,Senior Data Scientist
567,THG,107880.0,83520.0,132240.0,107010.0,107010.0,5220.0,,Senior Data Scientist
568,Expedia Group,150510.0,139200.0,161820.0,150510.0,150510.0,19140.0,,Senior Data Scientist
569,Facebook,187050.0,154860.0,219240.0,184440.0,184440.0,17400.0,52200.0,Senior Data Scientist
570,Worldpay,100920.0,76560.0,125280.0,100920.0,100920.0,,,Senior Data Scientist
571,Rank Group,89610.0,85260.0,93960.0,89610.0,89610.0,,,Senior Data Scientist
572,Universal Music Group,130500.0,125280.0,135720.0,,,,,Senior Data Scientist
573,Department for Transport,73950.0,69600.0,78300.0,73950.0,73950.0,,,Senior Data Scientist
574,Skimlinks,121800.0,111360.0,132240.0,121800.0,121800.0,3480.0,,Senior Data Scientist
575,QuantumBlack,131370.0,125280.0,137460.0,131370.0,131370.0,22620.0,,Senior Data Scientist
576,Sensyne Health,112230.0,107880.0,116580.0,113100.0,113100.0,4350.0,,Senior Data Scientist
577,NatWest Group,81780.0,73080.0,90480.0,81780.0,81780.0,,,Junior Data Scientist
578,BBC,61770.0,59160.0,64380.0,61770.0,61770.0,,,Junior Data Scientist
579,Experian,79170.0,76560.0,81780.0,78300.0,78300.0,8700.0,,Junior Data Scientist
580,Altius,60900.0,57420.0,64380.0,60900.0,60900.0,3480.0,,Junior Data Scientist
581,QinetiQ,54810.0,52200.0,57420.0,53940.0,53940.0,,,Data Scientist
582,Lloyds Banking Group,127890.0,111360.0,144420.0,127890.0,127890.0,18270.0,,Lead Data Scientist
583,Aviva,77430.0,67860.0,87000.0,78300.0,78300.0,6090.0,,Lead Data Scientist
584,Microsoft,164430.0,156600.0,172260.0,164430.0,164430.0,34800.0,52200.0,Lead Data Scientist
585,Deliveroo,135720.0,128760.0,142680.0,135720.0,135720.0,,,Lead Data Scientist
586,dunnhumby,120930.0,109620.0,132240.0,120930.0,120930.0,18270.0,,Lead Data Scientist
587,THG,60030.0,50460.0,69600.0,60030.0,60030.0,,,Senior Data Scientist
588,First Derivatives,34800.0,33060.0,36540.0,34800.0,34800.0,,,Data Scientist
589,Amazon,133110.0,127020.0,139200.0,133110.0,133110.0,,,Senior Data Scientist
590,HSBC Holdings,275059.2,264201.6,285916.8,275059.2,275059.2,,,Senior Data Scientist
591,HSBC Holdings,198360.0,189660.0,207060.0,132.24,132.24,,,Senior Data Scientist
592,Vodafone,145290.0,139200.0,151380.0,144420.0,144420.0,36540.0,,Senior Data Scientist
593,Deutsche Bank,209670.0,201840.0,217500.0,209670.0,209670.0,138330.0,,Senior Data Scientist
594,BBC,124410.0,120060.0,128760.0,125280.0,125280.0,,,Senior Data Scientist
595,GlaxoSmithKline,63510.0,60900.0,66120.0,63510.0,63510.0,,,Senior Data Scientist
596,University of Cambridge,88740.0,85260.0,92220.0,90480.0,90480.0,,,Senior Data Scientist
597,University College London,87000.0,83520.0,90480.0,87000.0,87000.0,,,Senior Data Scientist
598,Microsoft,148770.0,142680.0,154860.0,148770.0,148770.0,169650.0,26970.0,Senior Data Scientist
599,Unilever,289536.0,278678.4,300393.6,,,,,Senior Data Scientist
600,Virgin Media,85260.0,81780.0,88740.0,85260.0,85260.0,,,Senior Data Scientist
601,Cognizant Technology Solutions,96570.0,92220.0,100920.0,96570.0,96570.0,,,Senior Data Scientist
602,Arup,108750.0,104400.0,113100.0,108750.0,108750.0,3.48,,Senior Data Scientist
603,Fujitsu,120060.0,114840.0,125280.0,118320.0,118320.0,,,Senior Data Scientist
604,Shell,180960.0,173721.6,188198.4,,,,,Senior Data Scientist
605,Centrica,173130.0,167040.0,179220.0,173130.0,173130.0,20010.0,,Senior Data Scientist
606,TUI Group,87000.0,83520.0,90480.0,87000.0,87000.0,,,Senior Data Scientist
607,easyJet,114840.0,109620.0,120060.0,113970.0,113970.0,11310.0,,Senior Data Scientist
608,QinetiQ,108750.0,104400.0,113100.0,107880.0,107880.0,,,Senior Data Scientist
609,Defence Science and Technology Laboratory,65250.0,62640.0,67860.0,65250.0,65250.0,,,Senior Data Scientist
610,Capital One,71340.0,67860.0,74820.0,72210.0,72210.0,,,Senior Data Scientist
611,Sky Betting & Gaming,95700.0,92220.0,99180.0,95700.0,95700.0,5220.0,,Senior Data Scientist
612,Babylon Health,126150.0,121800.0,130500.0,126150.0,126150.0,,,Senior Data Scientist
613,EF Education First,155730.0,149640.0,161820.0,157470.0,157470.0,,,Senior Data Scientist
614,Elsevier,147900.0,142680.0,153120.0,148770.0,148770.0,14790.0,,Senior Data Scientist
615,Allstate Northern Ireland,93090.0,88740.0,97440.0,93960.0,93960.0,,,Senior Data Scientist
616,Wood Mackenzie,80040.0,76560.0,83520.0,80040.0,80040.0,,,Senior Data Scientist
617,Funding Circle,87000.0,83520.0,90480.0,87870.0,87870.0,,,Senior Data Scientist
618,QBE,113970.0,109620.0,118320.0,113100.0,113100.0,1710.42,,Senior Data Scientist
619,PHD Worldwide,82650.0,80040.0,85260.0,82650.0,82650.0,,,Senior Data Scientist
620,The Pensions Regulator,87000.0,83520.0,90480.0,87870.0,87870.0,,,Senior Data Scientist
621,iwoca,116580.0,111360.0,121800.0,116580.0,116580.0,,,Senior Data Scientist
622,On the Beach,80910.0,78300.0,83520.0,80040.0,80040.0,,17400.0,Senior Data Scientist
623,Teradata,107010.0,102660.0,111360.0,105270.0,105270.0,7830.0,23490.0,Senior Data Scientist
624,The Institution of Engineering and Technology,78300.0,74820.0,81780.0,78300.0,78300.0,,,Senior Data Scientist
625,GroupM,143550.0,137460.0,149640.0,142680.0,142680.0,,,Senior Data Scientist
626,Scottish Water,75690.0,73080.0,78300.0,74820.0,74820.0,,,Senior Data Scientist
627,Meltwater,147030.0,140940.0,153120.0,147030.0,147030.0,,,Senior Data Scientist
628,Liberty Global,133980.0,128760.0,139200.0,133980.0,133980.0,4350.0,,Senior Data Scientist
629,Product Madness,112230.0,107880.0,116580.0,113100.0,113100.0,,,Senior Data Scientist
630,Hailo,18270.0,17400.0,19140.0,18270.0,18270.0,,,Senior Data Scientist
631,Liaison Group,78300.0,74820.0,81780.0,78300.0,78300.0,,,Senior Data Scientist
632,Glassdoor,205320.0,196620.0,214020.0,205320.0,205320.0,,26970.0,Senior Data Scientist
633,McDermott,132240.0,127020.0,137460.0,130500.0,130500.0,,26100.0,Senior Data Scientist
634,Karhoo,78300.0,74820.0,81780.0,78300.0,78300.0,,,Senior Data Scientist
635,Owlstone Medical,71340.0,67860.0,74820.0,70470.0,70470.0,,,Senior Data Scientist
636,Hybrid Theory,88740.0,85260.0,92220.0,87870.0,87870.0,,,Senior Data Scientist
637,The Christie NHS Foundation Trust,84390.0,80040.0,88740.0,83520.0,83520.0,,,Senior Data Scientist
638,BenevolentAI,146160.0,140940.0,151380.0,146160.0,146160.0,,,Senior Data Scientist
639,Quantcast,122670.0,116580.0,128760.0,122670.0,122670.0,18270.0,,Senior Data Scientist
640,WRc,71340.0,67860.0,74820.0,72210.0,72210.0,,,Senior Data Scientist
641,Digital Shadows,133980.0,128760.0,139200.0,133980.0,133980.0,,,Senior Data Scientist
