,company,salary,lower_bound_salary,upper_bound_salary,base_pay,bonus_pay,cash_bonus,stock_bonus,Position_clean
247,Planet Bingo,119500,115000,124000,119500.0,119500.0,,,Data Scientist
248,Vooban,86500,83000,90000,87000.0,87000.0,,,Data Scientist
249,SharpestMinds,100500,96000,105000,50000.0,50000.0,,,Data Scientist
250,Faimdata,64500,62000,67000,64500.0,64500.0,,,Data Scientist
251,Acerta (Canada),61500,59000,64000,61500.0,61500.0,5000.0,,Data Scientist
252,deviantArt,86000,83000,89000,86500.0,86500.0,541.0,2000.0,Data Scientist
253,Beam Data,65500,63000,68000,65000.0,65000.0,,,Data Scientist
254,Beam Data,72800,70720,74880,,,,,Data Scientist
255,Scribd,140500,135000,146000,141000.0,141000.0,16000.0,50000.0,Data Scientist
256,Dane Street,2000,2000,2000,,,,,Data Scientist
257,Renda Broadcasting,110240,106080,114400,135200000.0,135200000.0,,,Data Scientist Intern
258,Aitheras,64500,62000,67000,40.0,40.0,,,Data Scientist
259,Polar Systems,83200,79040,87360,93600.0,93600.0,,,Data Scientist
260,Prestige SG-TECH Consulting,93600,91520,97760,93600.0,93600.0,,,Data Scientist
261,YYZ Ventures,83500,80000,87000,,,,,Data Scientist
262,Random Forest,149500,143000,156000,,,,,Data Scientist
263,patrickmesana,10500,10000,11000,,,,,Data Scientist
264,Sherbrooke Informatique,193440,187200,201760,,,,,Data Scientist
265,Losch Engineering,52000,50000,54000,,,,,Data Scientist Intern
266,Chizindu udum,90000,87000,93000,,,,,Data Scientist
267,CONCURED,69500,67000,72000,70500.0,70500.0,,,Data Scientist
268,Annalect,100000,95000,105000,99500.0,99500.0,,,Data Scientist
269,Trump Pense,52000,49920,54080,52000.0,52000.0,,,Data Scientist
270,Salata,80000,76000,84000,80500.0,80500.0,,,Data Scientist
271,Food Banks,65500,63000,68000,65500.0,65500.0,,,Data Scientist
272,Pure Strategy Consulting Inc.,60500,58000,63000,,,,,Data Scientist
273,BalloonBox,90000,87000,93000,90500.0,90500.0,5000.0,,Data Scientist
274,a i solutions,76500,73000,80000,77000.0,77000.0,,,Data Scientist
275,Business Analytica,74880,72800,76960,,,,,Data Scientist Intern
276,Ministério da Educação,78500,75000,82000,79000.0,79000.0,,,Data Scientist
277,ePassing,52500,50000,55000,,,,,Data Scientist Intern
278,Appberry,100000,96000,104000,100000.0,100000.0,,,Data Scientist
