,company,position,salary,lower_bound_salary,upper_bound_salary,base_pay,bonus_pay,cash_bonus,stock_bonus
183,Omnicom Media Group,Data Scientist,95500,91000,100000,95000.0,95000.0,3500.0,
184,BNOTIONS,Data Scientist,82000,79000,85000,82500.0,82500.0,,
185,Upwork,Data Scientist,100000,96000,104000,100500.0,100500.0,,
186,CARFAX Canada,Data Scientist - Hourly Intern,54080,52000,56160,,,,
187,Eyereturn Marketing,Data Scientist,108000,104000,112000,106500.0,106500.0,,
188,Arvato,Data Scientist,44500,43000,46000,44500.0,44500.0,,
189,Magnet Forensics,Data Scientist,50000,48000,52000,50000.0,50000.0,,
190,Experis,Data Scientist - Hourly Contractor,49920,47840,52000,,,,
191,Verizon,Data Scientist - Contractor,94000,90000,98000,,,,
192,First Derivatives,Data Scientist,58000,56000,60000,58000.0,58000.0,,
193,Statflo,Data Scientist,72000,69000,75000,72000.0,72000.0,,
194,SinaLite,Data Scientist,60000,58000,62000,30.0,30.0,,
195,SinaLite,Data Scientist - Hourly,62400,60320,64480,62400.0,62400.0,,
196,Multi-Health Systems,Data Scientist,78500,75000,82000,79000.0,79000.0,,
197,district m,Data Scientist,95500,92000,99000,95000.0,95000.0,,10.0
198,Neurio Technology,Data Scientist,59000,57000,61000,59500.0,59500.0,,
199,RS Energy Group,Data Scientist,90000,86000,94000,90500.0,90500.0,,
200,Overbond,Data Scientist - Monthly Intern,1000,1000,1000,,,,
201,LCI Éducation,Data Scientist,46500,45000,48000,46000.0,46000.0,,
202,Two Hat Security,Data Scientist - Monthly Intern,3500,3000,4000,,,,
203,Two Hat Security,Data Scientist - Hourly Intern,18720,18720,20800,,,,
204,Uncharted,Data Scientist,115000,111000,119000,115000.0,115000.0,,
205,Canadian Internet Registration Authority,Data Scientist - Hourly Intern,49920,47840,52000,,,,
206,EMAGIN Clean Technologies,Data Scientist,81500,78000,85000,81000.0,81000.0,,
207,Field Effect,Data Scientist,75000,72000,78000,75000.0,75000.0,10000.0,
208,daVinci,Data Scientist - Hourly Intern,52000,49920,54080,,,,
209,Boréalis (Canada),Data Scientist,55500,53000,58000,55500.0,55500.0,2000.0,
210,Upsight,Data Scientist - Monthly,6500,6000,7000,6500.0,6500.0,,
211,CRIM (Computer Research Institute of Montreal),Data Scientist - Hourly Intern,45760,43680,47840,,,,
212,Mistplay,Data Scientist,71500,68000,75000,72000.0,72000.0,,
213,Gestisoft,Data Scientist - Hourly,47840,45760,49920,47840.0,47840.0,,
214,Quandl,Data Scientist,74000,71000,77000,73500.0,73500.0,,
215,Neelands Refrigeration,Data Scientist - Intern,55500,53000,58000,,,,
216,Altus Assessments,Data Scientist,80500,77000,84000,79500.0,79500.0,,
217,Wish,Data Scientist - Monthly Intern,5500,5000,6000,,,,
218,Geosyntec Consultants,Data Scientist - Hourly,58240,56160,62400,60320.0,60320.0,2000.0,
219,Cerebri AI,Data Scientist - Monthly,5000,5000,5000,5000.0,5000.0,,
220,Opta Information Intelligence,Data Scientist,86000,83000,89000,86500.0,86500.0,10.0,
221,Cerebri AI,Data Scientist,11500,11000,12000,5000.0,5000.0,,
222,Power Factors,Data Scientist - Monthly Intern,2000,2000,2000,,,,
223,Felix & Paul Studios,Data Scientist,91000,88000,94000,90500.0,90500.0,,
224,Autotrader,Data Scientist,125,120,131,125.0,125.0,3000.0,
225,CSI Consulting,Data Scientist - Contractor,70000,67000,73000,,,,
226,KE Solutions,Data Scientist - Intern,61000,59000,63000,,,,
227,Forcepoint,Data Scientist,94000,90000,98000,93500.0,93500.0,7000.0,
228,AIRM Consulting,Data Scientist,70000,67000,73000,69500.0,69500.0,,
229,Keela,Data Scientist,59500,57000,62000,60000.0,60000.0,,
230,Prolifics,Data Scientist - Intern,50500,48000,53000,,,,
231,Freelance.com,Data Scientist - Hourly,101920,99840,106080,104000.0,104000.0,,
232,Sia Partners,Data Scientist,78000,75000,81000,78000.0,78000.0,,
